MARKEM-IMAJE-PC;Markem-Imaje;CoLOS Applications Framework;5.3.7622;20150206
MARKEM-IMAJE-PC;PenMount;PenMount Windows Universal Driver V2.2.0.283(Win7 32/64bit WHQL);;
MARKEM-IMAJE-PC;TeamViewer;TeamViewer 10;10.0.47484;
MARKEM-IMAJE-PC;PROSA GmbH;Log4View;11.2.502.1;20150310
MARKEM-IMAJE-PC;Markem-Imaje;CoLOS Applications Framework;5.3.7622;20150206
MARKEM-IMAJE-PC;Microsoft Corporation;SQL Server Browser for SQL Server 2012;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Cisco Systems, Inc.;Cisco LEAP Module;1.0.19;20151030
MARKEM-IMAJE-PC;Markem-Imaje;CoLOS Enterprise 5.3;5.3.9;20151105
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Visual C++ 2010  x86 Runtime - 10.0.40219;10.0.40219;20150206
MARKEM-IMAJE-PC;Cisco Systems, Inc.;Cisco EAP-FAST Module;2.2.14;20151030
MARKEM-IMAJE-PC;Intel Corporation;Intel(R) Management Engine Components;6.0.0.1179;
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft SQL Server 2008 R2 Management Objects;10.51.2500.0;20150206
MARKEM-IMAJE-PC;Realtek;Realtek Ethernet Controller Driver For Windows 7;7.23.623.2010;20151030
MARKEM-IMAJE-PC;Ralink;Ralink RT2860 Wireless LAN Card;1.5.24.0;20151030
MARKEM-IMAJE-PC;Microsoft Corporation;Security Update for Microsoft .NET Framework 4.5.2 (KB2972107);1;
MARKEM-IMAJE-PC;Microsoft Corporation;Security Update for Microsoft .NET Framework 4.5.2 (KB2972216);1;
MARKEM-IMAJE-PC;Microsoft Corporation;Security Update for Microsoft .NET Framework 4.5.2 (KB2978128);1;
MARKEM-IMAJE-PC;Microsoft Corporation;Security Update for Microsoft .NET Framework 4.5.2 (KB2979578v2);2;
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Application Error Reporting;12.0.6012.5000;20150206
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161;9.0.30729.6161;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Report Viewer 2012 Runtime;11.0.2100.60;20150206
MARKEM-IMAJE-PC;Adobe Systems Incorporated;Adobe Reader XI (11.0.10);11.0.10;20150323
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4974;9.0.30729.4974;20150206
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft SQL Server System CLR Types;10.51.2500.0;20150206
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft .NET Framework 4 Multi-Targeting Pack;4.0.30319;20150206
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Visual Studio 2010 Shell (Isolated) - ENU;10.0.40219;20150208
MARKEM-IMAJE-PC;Cisco Systems, Inc.;Cisco PEAP Module;1.1.6;20151030
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Visual C++ 2010  x86 Redistributable - 10.0.40219;10.0.40219;20150206
MARKEM-IMAJE-PC;Intel Corporation;Intel(R) Processor Graphics;8.15.10.2993;
MARKEM-IMAJE-PC;Realtek Semiconductor Corp.;Realtek High Definition Audio Driver;6.0.1.6662;20151030
MARKEM-IMAJE-PC;Microsoft Corporation;Service Pack 2 for SQL Server 2012 (KB2958429) (64-bit);11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Help Viewer 1.1;1.1.40219;
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Security Essentials;4.7.205.0;20150311
MARKEM-IMAJE-PC;;Microsoft SQL Server 2012 (64-bit);;
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft SQL Server 2012 (64-bit);;
MARKEM-IMAJE-PC;Microsoft Corporation;SQL Server 2012 Database Engine Services;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;SQL Server 2012 Common Files;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Visual C++ 2010  x64 Redistributable - 10.0.40219;10.0.40219;20150206
MARKEM-IMAJE-PC;Microsoft Corporation;SQL Server 2012 Common Files;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft .NET Framework 4.5.2;4.5.51209;20150311
MARKEM-IMAJE-PC;Microsoft Corporation;SQL Server 2012 Management Studio;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft SQL Server 2012 Native Client ;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft SQL Server 2012 Transact-SQL Compiler Service ;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft VSS Writer for SQL Server 2012;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;SQL Server 2012 Database Engine Shared;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;SQL Server 2012 Database Engine Shared;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Visual Studio 2010 Prerequisites - English;10.0.40219;20150206
MARKEM-IMAJE-PC;Microsoft Corporation;SQL Server 2012 Database Engine Services;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Silverlight;5.1.41212.0;20160513
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft .NET Framework 4.5.2;4.5.51209;
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft SQL Server 2012 Setup (English);11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Security Client;4.7.0205.0;20150311
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft SQL Server 2012 RsFx Driver;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;SQL Server 2012 Management Studio;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft SQL Server 2008 Setup Support Files ;10.1.2731.0;20150206
MARKEM-IMAJE-PC;Microsoft Corporation;Sql Server Customer Experience Improvement Program;11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft System CLR Types for SQL Server 2012 (x64);11.2.5058.0;20150208
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft Help Viewer 1.1;1.1.40219;20150206
MARKEM-IMAJE-PC;Microsoft Corporation;Microsoft SQL Server 2012 Transact-SQL ScriptDom ;11.2.5058.0;20150208
MARKEMIMAJE-PC;PenMount;PenMount Windows Universal Driver V2.2.0.283(Win7 32/64bit WHQL);;
MARKEMIMAJE-PC;TeamViewer;TeamViewer 10;10.0.47484;
MARKEMIMAJE-PC;Cisco Systems, Inc.;Cisco PEAP Module;1.1.6;20151106
MARKEMIMAJE-PC;Intel Corporation;Intel(R) USB 3.0 eXtensible Host Controller Driver;3.0.2.54;
MARKEMIMAJE-PC;Cisco Systems, Inc.;Cisco EAP-FAST Module;2.2.14;20151106
MARKEMIMAJE-PC;Intel;Intel Processor Win7 IO Drivers 64Bit;1.6.1030;20151106
MARKEMIMAJE-PC;Realtek;Realtek Ethernet Controller Driver;7.86.508.2014;20151106
MARKEMIMAJE-PC;REALTEK Semiconductor Corp.;REALTEK Wireless LAN Driver;1.00.0237;20151106
MARKEMIMAJE-PC;Cisco Systems, Inc.;Cisco LEAP Module;1.0.19;20151106
MARKEMIMAJE-PC;Intel(R) Corporation;Intel(R) Chipset Device Software;10.0.13;
MARKEMIMAJE-PC;Intel Corporation;Intel(R) Processor Graphics;37.15.0.1097;
MARKEMIMAJE-PC;Realtek Semiconductor Corp.;Realtek High Definition Audio Driver;6.0.1.7083;20151106
MARKEMIMAJE-PC;Intel Corporation;Windows Driver Package - Intel Corporation (ialpssdma) System  (09/11/2014 1.1.6.1030);09/11/2014 1.1.6.1030;
MARKEMIMAJE-PC;Intel Corporation;Windows Driver Package - Intel Corporation (iaiosd) SCSIAdapter  (09/11/2014 1.1.6.1030);09/11/2014 1.1.6.1030;
MARKEMIMAJE-PC;Intel Corporation;Windows Driver Package - Intel Corporation (iaioi2c) System  (09/11/2014 1.1.6.1030);09/11/2014 1.1.6.1030;
