Machine Name,Device Name,Description,Device Type,Connected,Safe To Unplug,Disabled,USB Hub,Drive Letter,Serial Number,Created Date,Last Plug/Unplug Date,VendorID,ProductID,Firmware Revision,USB Class,USB SubClass,USB Protocol,Hub / Port,Computer Name,Vendor Name,Product Name,ParentId Prefix,Service Name,Service Description,Driver Filename,Device Class,Device Mfg,Power,USB Version,Driver Description,Driver Version,Instance ID
MARKEM-IMAJE-PC,0000.001d.0000.001.001.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c52b,12.01,3,0,0,,,"Logitech, Inc.",Unifying Receiver,8&12772a53&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),98 mA,2,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C52B&MI_02\7&20f124c4&0&0002
MARKEM-IMAJE-PC,0000.001d.0000.001.001.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c52b,12.01,3,1,2,,,"Logitech, Inc.",Unifying Receiver,8&364e6815&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),98 mA,2,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C52B&MI_01\7&20f124c4&0&0001
MARKEM-IMAJE-PC,0000.001d.0000.001.001.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c52b,12.01,3,1,1,,,"Logitech, Inc.",Unifying Receiver,8&2ea4c61b&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),98 mA,2,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C52B&MI_00\7&20f124c4&0&0000
MARKEM-IMAJE-PC,0000.001d.0000.001.002.000.000.000.000,RNDIS,Remote NDIS,No,No,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,19d2,1403,50.33,e0,1,3,,,ZTE WCDMA Technologies MSM,,,,,,,,,,,,USB\VID_19D2&PID_1403&MI_00\7&e3480dd&0&0000
MARKEM-IMAJE-PC,0000.001d.0000.001.002.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c52b,12.01,3,1,2,,,"Logitech, Inc.",Unifying Receiver,8&2f03e97a&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),98 mA,2,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C52B&MI_01\7&33aad569&0&0001
MARKEM-IMAJE-PC,0000.001d.0000.001.002.000.000.000.000,USB Mass Storage Device,Mass Storage,No,Yes,No,No,E:,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,19d2,1403,50.33,8,6,50,,,ZTE WCDMA Technologies MSM,,8&2e1310d2&0,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_19D2&PID_1403&MI_02\7&e3480dd&0&0002
MARKEM-IMAJE-PC,0000.001d.0000.001.002.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c52b,12.01,3,0,0,,,"Logitech, Inc.",Unifying Receiver,8&17405d35&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),98 mA,2,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C52B&MI_02\7&33aad569&0&0002
MARKEM-IMAJE-PC,0000.001d.0000.001.002.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c52b,12.01,3,1,1,,,"Logitech, Inc.",Unifying Receiver,8&b2cabb8&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),98 mA,2,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C52B&MI_00\7&33aad569&0&0000
MARKEM-IMAJE-PC,0000.001d.0000.001.002.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c31c,64,3,0,0,,,"Logitech, Inc.",Keyboard K120 for Business,8&d97dc44&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C31C&MI_01\7&17dae94b&0&0001
MARKEM-IMAJE-PC,0000.001d.0000.001.002.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c31c,64,3,1,1,,,"Logitech, Inc.",Keyboard K120 for Business,8&316f1a06&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C31C&MI_00\7&17dae94b&0&0000
MARKEM-IMAJE-PC,0000.001d.0000.001.004.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c52b,12.01,3,1,2,,,"Logitech, Inc.",Unifying Receiver,8&38cc4250&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),98 mA,2,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C52B&MI_01\7&1d836cac&0&0001
MARKEM-IMAJE-PC,0000.001d.0000.001.004.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,13ba,18,0.01,3,1,1,,,PCPlay,Barcode PCP-BCG4209,8&2a908c37&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_13BA&PID_0018&MI_00\7&2c41beb9&0&0000
MARKEM-IMAJE-PC,0000.001d.0000.001.004.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,13ba,18,0.01,3,1,2,,,PCPlay,Barcode PCP-BCG4209,8&6b94e75&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_13BA&PID_0018&MI_01\7&2c41beb9&0&0001
MARKEM-IMAJE-PC,0000.001d.0000.001.004.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c52b,12.01,3,0,0,,,"Logitech, Inc.",Unifying Receiver,8&2c26ebe0&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),98 mA,2,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C52B&MI_02\7&1d836cac&0&0002
MARKEM-IMAJE-PC,0000.001d.0000.001.004.000.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,8/23/2016 12:15:50 PM,046d,c52b,12.01,3,1,1,,,"Logitech, Inc.",Unifying Receiver,8&14f5048e&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),98 mA,2,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C52B&MI_00\7&1d836cac&0&0000
MARKEM-IMAJE-PC,Port_#0001.Hub_#0004,USB Composite Device,Unknown,Yes,Yes,No,No,,,8/23/2016 12:15:50 PM,6/11/2016 7:37:03 PM,046d,c52b,12.01,0,0,0,"Hub 2, Port 1",,"Logitech, Inc.",Unifying Receiver,7&20f124c4&0,usbccgp,Microsoft USB Generic Parent Driver,usbccgp.sys,USB,(Standard USB Host Controller),98 mA,2,USB Composite Device,6.1.7601.18328,USB\VID_046D&PID_C52B\6&97c04ca&0&1
MARKEM-IMAJE-PC,Port_#0002.Hub_#0004,Generic Flash Disk USB Device,Mass Storage,No,Yes,No,No,,726BCCFE,8/23/2016 12:15:50 PM,12/1/2015 4:39:26 PM,058f,6387,1.12,8,6,50,,,Alcor Micro Corp.,Flash Drive,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_058F&PID_6387\726BCCFE
MARKEM-IMAJE-PC,Port_#0002.Hub_#0004,WD My Passport 0748 USB Device,Mass Storage,No,Yes,No,No,,575850314541324B484D3433,8/23/2016 12:15:50 PM,2/9/2015 12:34:03 AM,1058,748,10.19,8,6,50,,,"Western Digital Technologies, Inc.",My Passport 1TB USB 3.0,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_1058&PID_0748\575850314541324B484D3433
MARKEM-IMAJE-PC,Port_#0002.Hub_#0004,Kingston DataTraveler 2.0 USB Device,Mass Storage,No,Yes,No,No,,0013729826F95C92120F006C,8/23/2016 12:15:50 PM,4/28/2015 10:35:11 AM,951,1607,1,8,6,50,,,Kingston Technology,DataTraveler 100,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_0951&PID_1607\0013729826F95C92120F006C
MARKEM-IMAJE-PC,Port_#0002.Hub_#0004,USB Composite Device,Unknown,No,Yes,No,No,,,8/23/2016 12:15:50 PM,3/23/2015 8:05:21 AM,046d,c52b,12.01,0,0,0,"Hub 2, Port 2",,"Logitech, Inc.",Unifying Receiver,7&33aad569&0,usbccgp,Microsoft USB Generic Parent Driver,usbccgp.sys,USB,(Standard USB Host Controller),98 mA,2,USB Composite Device,6.1.7601.18328,USB\VID_046D&PID_C52B\6&97c04ca&0&2
MARKEM-IMAJE-PC,Port_#0002.Hub_#0004,USB Composite Device,Unknown,No,Yes,No,No,,,8/23/2016 12:15:50 PM,10/30/2015 9:08:05 AM,046d,c31c,64,0,0,0,"Hub 2, Port 2",,"Logitech, Inc.",Keyboard K120 for Business,7&17dae94b&0,usbccgp,Microsoft USB Generic Parent Driver,usbccgp.sys,USB,(Standard USB Host Controller),,,USB Composite Device,6.1.7601.17514,USB\VID_046D&PID_C31C\6&97c04ca&0&2
MARKEM-IMAJE-PC,Port_#0002.Hub_#0004,ZTE MMC Storage USB Device,Unknown,No,Yes,No,No,E:,P680A1ZTED000000,8/23/2016 12:15:50 PM,5/13/2016 7:57:13 AM,19d2,1403,50.33,0,0,0,,,ZTE WCDMA Technologies MSM,,7&e3480dd&0,usbccgp,Microsoft USB Generic Parent Driver,usbccgp.sys,USB,(Standard USB Host Controller),,,USB Composite Device,6.1.7601.18328,USB\VID_19D2&PID_1403\P680A1ZTED000000
MARKEM-IMAJE-PC,Port_#0003.Hub_#0004,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,3/23/2015 8:05:37 AM,17ef,6019,1,3,1,2,"Hub 2, Port 3",,Lenovo,,7&11a4b28a&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_17EF&PID_6019\6&97c04ca&0&3
MARKEM-IMAJE-PC,Port_#0003.Hub_#0004,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,10/30/2015 9:08:05 AM,046d,c05a,63,3,1,2,"Hub 2, Port 3",,"Logitech, Inc.",M90/M100 Optical Mouse,7&175dd6e4&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C05A\6&97c04ca&0&3
MARKEM-IMAJE-PC,Port_#0003.Hub_#0004,Seagate FreeAgent Go USB Device,Mass Storage,No,Yes,No,No,,2GE6KZTB,8/23/2016 12:15:50 PM,7/18/2016 3:01:25 PM,0bc2,2120,1.48,8,6,50,,,Seagate RSS LLC,,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_0BC2&PID_2120\2GE6KZTB
MARKEM-IMAJE-PC,Port_#0003.Hub_#0004,Logitech USB WheelMouse,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,2/9/2015 1:01:06 AM,046d,c00c,21.1,3,1,2,"Hub 2, Port 3",,"Logitech, Inc.",Optical Wheel Mouse,7&34dfb879&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,Logitech,,,Logitech USB WheelMouse,6.1.7601.18199,USB\VID_046D&PID_C00C\6&97c04ca&0&3
MARKEM-IMAJE-PC,Port_#0003.Hub_#0004,Generic Flash Disk USB Device,Mass Storage,No,Yes,No,No,,766D3C44,8/23/2016 12:15:50 PM,8/16/2015 4:19:08 AM,058f,6387,1.05,8,6,50,,,Alcor Micro Corp.,Flash Drive,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_058F&PID_6387\766D3C44
MARKEM-IMAJE-PC,Port_#0003.Hub_#0004,SanDisk Ultra Fit USB Device,Mass Storage,Yes,Yes,No,No,D:,4C530001290413118342,8/23/2016 2:39:40 PM,8/23/2016 2:39:40 PM,781,5583,1,8,6,50,,,SanDisk Corp.,,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,224 mA,2.1,USB Mass Storage Device,6.1.7601.17577,USB\VID_0781&PID_5583\4C530001290413118342
MARKEM-IMAJE-PC,Port_#0003.Hub_#0004,Imation Nano Pro II USB Device,Mass Storage,No,Yes,No,No,,07035720609C8792,8/23/2016 12:15:50 PM,2/5/2016 5:37:17 PM,718,726,1.1,8,6,50,,,Imation Corp.,,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_0718&PID_0726\07035720609C8792
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,USB Composite Device,Unknown,No,Yes,No,No,,,8/23/2016 12:15:50 PM,11/4/2015 9:42:55 AM,13ba,18,0.01,0,0,0,"Hub 2, Port 4",,PCPlay,Barcode PCP-BCG4209,7&2c41beb9&0,usbccgp,Microsoft USB Generic Parent Driver,usbccgp.sys,USB,(Standard USB Host Controller),,,USB Composite Device,6.1.7601.17514,USB\VID_13BA&PID_0018\6&97c04ca&0&4
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,TSSTcorp CDDVDW SE-208DB USB Device,Mass Storage,No,Yes,No,No,,R8X76YAD50007N_,8/23/2016 12:15:50 PM,10/30/2015 9:08:05 AM,0e8d,1806,0,8,2,50,,,MediaTek Inc.,Samsung SE-208AB Slim Portable DVD Writer,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_0E8D&PID_1806\R8X76YAD50007N_
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,USB Device,Mass Storage,No,Yes,No,No,,6SB96JLTU7SF0FYD,8/23/2016 12:15:50 PM,2/12/2015 2:11:08 PM,090c,1000,11,8,6,50,,,"Silicon Motion, Inc. - Taiwan (formerly Feiya Technology Corp.)",Flash Drive,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_090C&PID_1000\6SB96JLTU7SF0FYD
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,ZTE MMC Storage USB Device,Mass Storage,No,Yes,No,No,E:,P680A1ZTED000000,8/23/2016 12:15:50 PM,5/13/2016 7:51:52 AM,19d2,1225,50.33,8,6,50,,,ZTE WCDMA Technologies MSM,,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_19D2&PID_1225\P680A1ZTED000000
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,SanDisk Cruzer Facet USB Device,Mass Storage,No,Yes,No,No,,4C532000000429119362,8/23/2016 12:15:50 PM,3/16/2015 1:03:11 AM,781,5576,1.26,8,6,50,,,SanDisk Corp.,,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_0781&PID_5576\4C532000000429119362
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,SanDisk Cruzer USB Device,Mass Storage,No,Yes,No,No,,20051738020540A206EE,8/23/2016 12:15:50 PM,2/12/2015 2:05:35 PM,781,5530,2.01,8,6,50,,,SanDisk Corp.,Cruzer,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_0781&PID_5530\20051738020540A206EE
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,Imation Nano Pro USB Device,Mass Storage,No,Yes,No,No,,0703421CA70AB785,8/23/2016 12:15:50 PM,2/26/2015 1:34:44 PM,718,723,1,8,6,50,,,Imation Corp.,,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_0718&PID_0723\0703421CA70AB785
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,2/9/2015 1:01:06 AM,413c,2003,2,3,1,1,"Hub 2, Port 4",,Dell Computer Corp.,Keyboard,7&38bd32b4&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_413C&PID_2003\6&97c04ca&0&4
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,USB Composite Device,Unknown,No,Yes,No,No,,,8/23/2016 12:15:50 PM,2/12/2015 10:06:45 AM,046d,c52b,12.01,0,0,0,"Hub 2, Port 4",,"Logitech, Inc.",Unifying Receiver,7&1d836cac&0,usbccgp,Microsoft USB Generic Parent Driver,usbccgp.sys,USB,(Standard USB Host Controller),98 mA,2,USB Composite Device,6.1.7601.18328,USB\VID_046D&PID_C52B\6&97c04ca&0&4
MARKEM-IMAJE-PC,Port_#0004.Hub_#0004,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/23/2016 12:15:50 PM,3/23/2015 8:05:36 AM,04b3,3025,1.02,3,1,1,"Hub 2, Port 4",,IBM Corp.,NetVista Full Width Keyboard,7&ba97c6&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_04B3&PID_3025\6&97c04ca&0&4
MARKEMIMAJE-PC,0000.001d.0000.001.001.001.000.000.000,Microsoft� Nano Transceiver v2.0,HID (Human Interface Device),No,No,No,No,,,8/24/2016 2:07:14 PM,8/24/2016 2:07:14 PM,045e,800,9.34,3,1,2,,,Microsoft Corp.,,,,,,,,100 mA,2,,,USB\VID_045E&PID_0800&MI_01\8&1ce9440e&0&0001
MARKEMIMAJE-PC,0000.001d.0000.001.001.001.000.000.000,Microsoft� Nano Transceiver v2.0,HID (Human Interface Device),No,No,No,No,,,8/24/2016 2:07:14 PM,8/24/2016 2:07:14 PM,045e,800,9.34,3,1,1,,,Microsoft Corp.,,,,,,,,100 mA,2,,,USB\VID_045E&PID_0800&MI_00\8&1ce9440e&0&0000
MARKEMIMAJE-PC,0000.001d.0000.001.001.001.000.000.000,Microsoft� Nano Transceiver v2.0,HID (Human Interface Device),No,No,No,No,,,8/24/2016 2:07:14 PM,8/24/2016 2:07:14 PM,045e,800,9.34,3,0,0,,,Microsoft Corp.,,,,,,,,100 mA,2,,,USB\VID_045E&PID_0800&MI_02\8&1ce9440e&0&0002
MARKEMIMAJE-PC,0000.001d.0000.001.001.003.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/24/2016 9:29:59 AM,8/24/2016 9:29:59 AM,046d,c31c,64,3,0,0,,,"Logitech, Inc.",Keyboard K120 for Business,9&31b62050&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C31C&MI_01\8&1cab50e6&0&0001
MARKEMIMAJE-PC,0000.001d.0000.001.001.003.000.000.000,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/24/2016 9:29:59 AM,8/24/2016 9:29:59 AM,046d,c31c,64,3,1,1,,,"Logitech, Inc.",Keyboard K120 for Business,9&19f2940b&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_046D&PID_C31C&MI_00\8&1cab50e6&0&0000
MARKEMIMAJE-PC,0000.001d.0000.001.003.000.000.000.000,USB Video Device,Video,No,Yes,No,No,,,8/24/2016 9:29:59 AM,11/5/2015 10:10:56 AM,058f,5608,2.2,0e,3,0,,,Alcor Micro Corp.,,,usbvideo,USB Video Device (WDM),usbvideo.sys,Image,Microsoft,0 mA,,USB Video Device,6.1.7601.18208,USB\VID_058F&PID_5608&MI_00\7&2af19f62&0&0000
MARKEMIMAJE-PC,Port_#0001.Hub_#0003,USB Composite Device,Unknown,Yes,Yes,No,No,,,8/24/2016 2:07:14 PM,8/24/2016 2:07:14 PM,045e,800,9.34,0,0,0,"Hub 2, Port 1",,Microsoft Corp.,,8&1ce9440e&0,usbccgp,Microsoft USB Generic Parent Driver,usbccgp.sys,USB,(Standard USB Host Controller),100 mA,2,USB Composite Device,6.1.7601.18328,USB\VID_045E&PID_0800\7&f640040&0&1
MARKEMIMAJE-PC,Port_#0001.Hub_#0003,USB Input Device,HID (Human Interface Device),No,No,No,No,,,8/24/2016 9:29:59 AM,8/24/2016 9:29:59 AM,045e,0,0.07,3,1,2,"Hub 2, Port 1",,Microsoft Corp.,Wireless Laser Mouse 6000 Reciever,,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_045E&PID_00E1\7&f640040&0&1
MARKEMIMAJE-PC,Port_#0001.Hub_#0003,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/24/2016 9:29:59 AM,11/18/2015 11:08:28 PM,413c,3010,2.3,3,1,2,"Hub 2, Port 1",,Dell Computer Corp.,Optical Wheel Mouse,8&2a02fd93&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_413C&PID_3010\7&f640040&0&1
MARKEMIMAJE-PC,Port_#0002.Hub_#0003,SanDisk Ultra Fit USB Device,Mass Storage,Yes,Yes,No,No,D:,4C530001240411116205,8/24/2016 2:07:00 PM,8/24/2016 2:07:04 PM,781,5583,1,8,6,50,,,SanDisk Corp.,,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,224 mA,2.1,USB Mass Storage Device,6.1.7601.17577,USB\VID_0781&PID_5583\4C530001240411116205
MARKEMIMAJE-PC,Port_#0002.Hub_#0003,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/24/2016 9:29:59 AM,11/18/2015 10:43:52 PM,413c,3010,2.3,3,1,2,"Hub 2, Port 2",,Dell Computer Corp.,Optical Wheel Mouse,8&121e431&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_413C&PID_3010\7&f640040&0&2
MARKEMIMAJE-PC,Port_#0002.Hub_#0003,USB Input Device,HID (Human Interface Device),No,No,No,No,,,8/24/2016 9:29:59 AM,8/24/2016 9:29:59 AM,045e,0,0.07,3,1,2,"Hub 2, Port 2",,Microsoft Corp.,Wireless Laser Mouse 6000 Reciever,,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_045E&PID_00E1\7&f640040&0&2
MARKEMIMAJE-PC,Port_#0002.Hub_#0003,USB Input Device,HID (Human Interface Device),No,Yes,No,No,,,8/24/2016 9:29:59 AM,11/6/2015 2:52:44 AM,1bcf,5,0.14,3,1,2,"Hub 2, Port 2",,Sunplus Innovation Technology Inc.,,8&1bcab512&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),,,USB Input Device,6.1.7601.18199,USB\VID_1BCF&PID_0005\7&f640040&0&2
MARKEMIMAJE-PC,Port_#0003.Hub_#0002,USB Composite Device,Unknown,Yes,Yes,No,No,,,8/24/2016 9:29:59 AM,6/11/2016 7:20:23 PM,058f,5608,2.2,0,0,0,"Hub 1, Port 3",,Alcor Micro Corp.,,7&2af19f62&0,usbccgp,Microsoft USB Generic Parent Driver,usbccgp.sys,USB,(Standard USB Host Controller),0 mA,,USB Composite Device,6.1.7601.18328,USB\VID_058F&PID_5608\6&4e4c9e6&0&3
MARKEMIMAJE-PC,Port_#0003.Hub_#0003,USB Composite Device,Unknown,No,Yes,No,No,,,8/24/2016 9:29:59 AM,11/6/2015 2:52:44 AM,046d,c31c,64,0,0,0,"Hub 2, Port 3",,"Logitech, Inc.",Keyboard K120 for Business,8&1cab50e6&0,usbccgp,Microsoft USB Generic Parent Driver,usbccgp.sys,USB,(Standard USB Host Controller),,,USB Composite Device,6.1.7601.17514,USB\VID_046D&PID_C31C\7&f640040&0&3
MARKEMIMAJE-PC,Port_#0004.Hub_#0003,TSSTcorp CDDVDW SE-208DB USB Device,Mass Storage,No,Yes,No,No,,R8X76YAF200Y5T_,8/24/2016 9:29:59 AM,11/6/2015 2:52:44 AM,0e8d,1806,0,8,2,50,,,MediaTek Inc.,Samsung SE-208AB Slim Portable DVD Writer,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_0E8D&PID_1806\R8X76YAF200Y5T_
MARKEMIMAJE-PC,Port_#0004.Hub_#0003,Imation Nano Pro II USB Device,Mass Storage,No,Yes,No,No,,07035720609C8792,8/24/2016 9:29:59 AM,2/4/2016 5:20:35 AM,718,726,1.1,8,6,50,,,Imation Corp.,,,USBSTOR,USB Mass Storage Driver,USBSTOR.SYS,USB,Compatible USB storage device,,,USB Mass Storage Device,6.1.7601.17577,USB\VID_0718&PID_0726\07035720609C8792
PEPWAP05225,,USB Human Interface Device,HID (Human Interface Device),No,Yes,No,No,,,11/29/2010 3:43:35 PM,8/24/2016 6:03:20 AM,624,294,1,3,1,2,,,Avocent Corp.,Dell 03R874 KVM dongle,7&e1572c9&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),100 mA,1.1,USB Human Interface Device,5.2.3790.0,USB\Vid_0624&Pid_0294&MI_01\6&16343feb&0&0001
PEPWAP05225,,USB Human Interface Device,HID (Human Interface Device),No,Yes,No,No,,,11/29/2010 3:43:35 PM,8/24/2016 6:03:20 AM,624,294,1,3,1,1,,,Avocent Corp.,Dell 03R874 KVM dongle,7&25d8ff0e&0,HidUsb,Microsoft HID Class Driver,hidusb.sys,HIDClass,(Standard system devices),100 mA,1.1,USB Human Interface Device,5.2.3790.0,USB\Vid_0624&Pid_0294&MI_00\6&16343feb&0&0000
